customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,is_active,subscription_length_days
154827564,2022-09-05,2022-10-09,39,month,Yes,False,34.0
143581543,2022-09-05,2022-10-12,39,month,Yes,False,37.0
154867798,2022-09-05,2022-10-05,39,month,Yes,False,30.0
154863996,2022-09-05,2022-09-09,39,month,Yes,False,4.0
154923423,2022-09-06,,39,month,Yes,True,0.0
134664128,2022-09-06,,39,month,Yes,True,0.0
154828806,2022-09-06,2022-11-20,39,month,Yes,False,75.0
154934030,2022-09-06,2022-11-13,39,month,Yes,False,68.0
153671424,2022-09-06,2022-10-13,39,month,Yes,False,37.0
154693818,2022-09-06,2022-10-13,39,month,Yes,False,37.0
154110938,2022-09-06,2022-09-26,39,month,Yes,False,20.0
154809306,2022-09-06,2022-09-28,39,month,Yes,False,22.0
154537244,2022-09-07,,39,month,Yes,True,0.0
154163218,2022-09-07,,39,month,Yes,True,0.0
129467426,2022-09-07,2023-05-25,39,month,Yes,False,260.0
152498330,2022-09-07,2023-02-22,39,month,Yes,False,168.0
125335731,2022-09-07,2022-09-14,39,month,Yes,False,7.0
155113805,2022-09-08,,39,month,Yes,True,0.0
148864769,2022-09-08,2022-10-28,39,month,Yes,False,50.0
123850281,2022-09-08,2022-10-15,39,month,Yes,False,37.0
155167073,2022-09-08,2022-10-06,39,month,Yes,False,28.0
153684891,2022-09-08,2022-09-09,39,month,Yes,False,1.0
131277340,2022-09-09,2023-03-01,39,month,Yes,False,173.0
152027172,2022-09-09,2022-12-02,39,month,Yes,False,84.0
155212612,2022-09-09,2022-11-03,39,month,Yes,False,55.0
155188498,2022-09-09,2022-10-09,39,month,Yes,False,30.0
155145336,2022-09-09,2022-10-03,39,month,Yes,False,24.0
152506474,2022-09-09,2022-10-16,39,month,Yes,False,37.0
118029150,2022-09-09,2023-08-16,39,month,Yes,False,341.0
155245796,2022-09-10,,39,month,Yes,True,0.0
155326259,2022-09-10,2023-02-21,39,month,Yes,False,164.0
155311918,2022-09-10,2022-12-12,39,month,Yes,False,93.0
154391473,2022-09-10,2022-10-12,39,month,Yes,False,32.0
155283495,2022-09-10,2022-10-08,39,month,Yes,False,28.0
154597373,2022-09-10,2022-10-06,39,month,Yes,False,26.0
155370310,2022-09-11,2023-05-16,39,month,Yes,False,247.0
155289120,2022-09-11,2023-02-15,39,month,Yes,False,157.0
155351408,2022-09-11,2022-12-11,39,month,Yes,False,91.0
155336773,2022-09-11,2022-12-24,39,month,Yes,False,104.0
155017581,2022-09-11,2022-11-02,39,month,Yes,False,52.0
154401329,2022-09-11,2022-10-15,39,month,Yes,False,34.0
155334828,2022-09-11,2022-10-11,39,month,Yes,False,30.0
154815431,2022-09-11,2022-09-11,39,month,Yes,False,0.0
155343938,2022-09-11,2023-08-18,39,month,Yes,False,341.0
152436458,2022-09-12,2022-09-12,39,month,Yes,False,0.0
154689541,2022-09-12,2022-09-13,39,month,No,False,1.0
155425695,2022-09-12,2022-10-19,39,month,Yes,False,37.0
152698255,2022-09-12,2022-10-12,39,month,Yes,False,30.0
155406449,2022-09-13,2023-08-27,39,month,Yes,False,348.0
137338480,2022-09-13,2022-09-14,39,month,Yes,False,1.0
155508519,2022-09-13,2022-10-23,39,month,Yes,False,40.0
155463846,2022-09-13,2022-10-03,39,month,Yes,False,20.0
122335220,2022-09-13,2022-09-17,39,month,Yes,False,4.0
155460904,2022-09-13,2023-06-14,39,month,Yes,False,274.0
155534484,2022-09-14,2022-09-15,39,month,No,False,1.0
155465332,2022-09-14,2023-03-06,39,month,Yes,False,173.0
155562517,2022-09-14,2022-12-07,39,month,Yes,False,84.0
153577096,2022-09-14,2022-10-21,39,month,Yes,False,37.0
154937101,2022-09-15,,39,month,Yes,True,0.0
144968444,2022-09-15,2022-09-15,39,month,No,False,0.0
155270889,2022-09-15,2023-03-06,39,month,Yes,False,172.0
155601465,2022-09-15,2023-06-01,39,month,Yes,False,259.0
154045370,2022-09-15,2022-11-28,39,month,Yes,False,74.0
155612742,2022-09-15,2022-11-08,39,month,Yes,False,54.0
155621162,2022-09-15,2022-11-14,39,month,Yes,False,60.0
154904040,2022-09-15,2022-10-22,39,month,Yes,False,37.0
150810434,2022-09-15,2022-10-12,39,month,Yes,False,27.0
150825802,2022-09-15,2022-10-13,39,month,Yes,False,28.0
151907203,2022-09-15,2022-10-11,39,month,Yes,False,26.0
149595273,2022-09-15,2022-09-29,39,month,Yes,False,14.0
155596960,2022-09-15,2022-09-23,39,month,Yes,False,8.0
155192606,2022-09-16,,39,month,Yes,True,0.0
129111644,2022-09-16,2023-03-23,39,month,Yes,False,188.0
155426674,2022-09-16,2023-04-10,39,month,Yes,False,206.0
154389303,2022-09-16,2023-01-05,39,month,Yes,False,111.0
155671632,2022-09-16,2022-12-22,39,month,Yes,False,97.0
155663101,2022-09-16,2022-10-04,39,month,Yes,False,18.0
152084572,2022-09-17,,39,month,Yes,True,0.0
155783230,2022-09-17,2023-05-12,39,month,Yes,False,237.0
155714315,2022-09-17,2023-01-14,39,month,Yes,False,119.0
155774393,2022-09-17,2022-10-18,39,month,Yes,False,31.0
152901090,2022-09-18,2023-01-25,39,month,Yes,False,129.0
147029752,2022-09-18,2022-11-21,39,month,Yes,False,64.0
155809043,2022-09-18,2022-12-08,39,month,Yes,False,81.0
155180991,2022-09-18,2022-11-12,39,month,Yes,False,55.0
155713732,2022-09-18,2022-09-30,39,month,Yes,False,12.0
155204060,2022-09-18,2022-10-17,39,month,Yes,False,29.0
136817161,2022-09-19,2022-10-17,39,month,No,False,28.0
126212861,2022-09-19,2022-09-19,39,month,Yes,False,0.0
155265877,2022-09-19,2023-02-10,39,month,Yes,False,144.0
155916753,2022-09-19,2023-02-19,39,month,Yes,False,153.0
155927984,2022-09-19,2022-12-17,39,month,Yes,False,89.0
155876104,2022-09-19,2022-12-14,39,month,Yes,False,86.0
155733164,2022-09-19,2022-09-19,39,month,Yes,False,0.0
153832728,2022-09-19,2022-10-18,39,month,Yes,False,29.0
155876188,2022-09-19,2022-10-20,39,month,Yes,False,31.0
150687940,2022-09-19,2022-10-18,39,month,Yes,False,29.0
155967446,2022-09-20,,39,month,Yes,True,0.0
155687378,2022-09-20,2023-03-27,39,month,Yes,False,188.0
156020667,2022-09-20,2023-05-09,39,month,Yes,False,231.0
155869412,2022-09-20,2022-12-21,39,month,Yes,False,92.0
156042204,2022-09-20,2022-11-08,39,month,Yes,False,49.0
153568990,2022-09-20,2022-09-30,39,month,Yes,False,10.0
155327111,2022-09-20,2022-10-31,39,month,Yes,False,41.0
155270521,2022-09-20,2023-08-08,39,month,Yes,False,322.0
155991618,2022-09-21,2023-06-28,39,month,Yes,False,280.0
156045144,2022-09-21,2022-12-06,39,month,Yes,False,76.0
155439932,2022-09-21,2022-11-14,39,month,Yes,False,54.0
152674430,2022-09-21,2022-10-03,39,month,Yes,False,12.0
156135106,2022-09-22,,39,month,Yes,True,0.0
156185490,2022-09-22,2023-05-02,39,month,Yes,False,222.0
156180312,2022-09-22,2022-11-15,39,month,Yes,False,54.0
151263484,2022-09-22,2022-10-29,39,month,Yes,False,37.0
156008989,2022-09-22,2022-10-21,39,month,Yes,False,29.0
147687218,2022-09-22,2022-10-29,39,month,Yes,False,37.0
156235650,2022-09-23,,39,month,Yes,True,0.0
131128612,2022-09-23,2023-01-16,39,month,Yes,False,115.0
156198840,2022-09-23,2023-01-21,39,month,Yes,False,120.0
144166296,2022-09-23,2022-10-19,39,month,Yes,False,26.0
136108848,2022-09-23,2022-11-30,39,month,Yes,False,68.0
156225482,2022-09-23,2022-10-14,39,month,Yes,False,21.0
156209360,2022-09-23,2022-10-30,39,month,Yes,False,37.0
153492199,2022-09-24,2022-12-01,39,month,Yes,False,68.0
156127439,2022-09-24,2022-11-01,39,month,Yes,False,38.0
156197748,2022-09-24,2022-10-26,39,month,Yes,False,32.0
156292980,2022-09-25,,39,month,Yes,True,0.0
129284681,2022-09-25,2022-11-01,39,month,Yes,False,37.0
156249750,2022-09-25,2022-11-02,39,month,Yes,False,38.0
155143974,2022-09-25,2022-11-18,39,month,Yes,False,54.0
151354965,2022-09-25,2022-10-29,39,month,Yes,False,34.0
156178486,2022-09-25,2022-10-24,39,month,Yes,False,29.0
132314522,2022-09-26,2022-12-04,39,month,Yes,False,69.0
152505897,2022-09-26,2023-04-07,39,month,Yes,False,193.0
151086770,2022-09-26,2023-01-23,39,month,Yes,False,119.0
148713821,2022-09-26,2023-02-10,39,month,Yes,False,137.0
146422602,2022-09-26,2022-11-03,39,month,Yes,False,38.0
156460574,2022-09-26,2022-11-17,39,month,Yes,False,52.0
156364063,2022-09-26,2022-11-14,39,month,Yes,False,49.0
149139298,2022-09-26,2022-10-26,39,month,Yes,False,30.0
156371514,2022-09-26,2022-10-24,39,month,Yes,False,28.0
156423167,2022-09-27,2023-01-18,39,month,Yes,False,113.0
155199164,2022-09-27,2023-01-03,39,month,Yes,False,98.0
156373191,2022-09-27,2022-12-28,39,month,Yes,False,92.0
156517374,2022-09-27,2022-09-27,39,month,Yes,False,0.0
156032089,2022-09-28,,39,month,Yes,True,0.0
154563706,2022-09-28,2023-03-25,39,month,Yes,False,178.0
124481723,2022-09-28,2022-11-22,39,month,Yes,False,55.0
146861757,2022-09-28,2022-12-22,39,month,Yes,False,85.0
152476124,2022-09-28,2022-11-28,39,month,Yes,False,61.0
156192628,2022-09-28,2022-11-20,39,month,Yes,False,53.0
152109538,2022-09-28,2022-10-19,39,month,Yes,False,21.0
156659071,2022-09-28,2022-09-29,39,month,Yes,False,1.0
156717075,2022-09-29,2023-04-14,39,month,Yes,False,197.0
156715443,2022-09-29,2022-12-29,39,month,Yes,False,91.0
147656952,2022-09-29,2022-12-28,39,month,Yes,False,90.0
152918862,2022-09-29,2022-11-20,39,month,Yes,False,52.0
146866890,2022-09-29,2022-10-24,39,month,Yes,False,25.0
151735444,2022-09-30,,39,month,Yes,True,0.0
155608371,2022-09-30,2022-10-01,39,month,No,False,1.0
156809544,2022-09-30,2023-03-28,39,month,Yes,False,179.0
156813288,2022-09-30,2023-05-20,39,month,Yes,False,232.0
156817946,2022-09-30,2023-06-03,39,month,Yes,False,246.0
156194905,2022-09-30,2023-04-06,39,month,Yes,False,188.0
148568942,2022-09-30,2023-01-06,39,month,Yes,False,98.0
151154171,2022-09-30,2022-11-29,39,month,Yes,False,60.0
122921842,2022-09-30,2022-11-06,39,month,Yes,False,37.0
156754286,2022-10-01,,39,month,Yes,True,0.0
144160302,2022-10-01,2022-10-02,39,month,Yes,False,1.0
155045053,2022-10-01,2023-01-01,39,month,Yes,False,92.0
133869989,2022-10-01,2022-11-02,39,month,Yes,False,32.0
156863940,2022-10-01,2022-11-02,39,month,Yes,False,32.0
156884323,2022-10-01,2022-10-25,39,month,Yes,False,24.0
156365410,2022-10-01,2022-10-29,39,month,Yes,False,28.0
153957162,2022-10-02,,39,month,Yes,True,0.0
152436949,2022-10-02,2022-10-03,39,month,No,False,1.0
156403612,2022-10-02,2023-01-26,39,month,Yes,False,116.0
154198756,2022-10-02,2022-11-14,39,month,Yes,False,43.0
156917754,2022-10-02,2022-10-28,39,month,Yes,False,26.0
134975906,2022-10-03,2022-10-27,39,month,Yes,False,24.0
156955735,2022-10-03,2023-07-02,39,month,Yes,False,272.0
156982750,2022-10-03,2023-02-06,39,month,Yes,False,126.0
156953312,2022-10-03,2023-03-17,39,month,Yes,False,165.0
124642102,2022-10-03,2023-01-03,39,month,Yes,False,92.0
156940530,2022-10-03,2023-01-10,39,month,Yes,False,99.0
155602780,2022-10-03,2023-01-20,39,month,Yes,False,109.0
149635726,2022-10-03,2022-11-08,39,month,Yes,False,36.0
152660102,2022-10-03,2022-11-28,39,month,Yes,False,56.0
153620734,2022-10-03,2022-11-29,39,month,Yes,False,57.0
156940254,2022-10-03,2022-10-03,39,month,Yes,False,0.0
156940060,2022-10-03,2022-10-10,39,month,Yes,False,7.0
156938938,2022-10-03,2022-10-03,39,month,Yes,False,0.0
156955272,2022-10-04,2023-04-21,39,month,Yes,False,199.0
156941638,2022-10-04,2023-03-15,39,month,Yes,False,162.0
157154624,2022-10-04,2023-01-30,39,month,Yes,False,118.0
151677119,2022-10-04,2022-12-14,39,month,Yes,False,71.0
139465940,2022-10-04,2022-11-05,39,month,Yes,False,32.0
156895692,2022-10-05,,39,month,Yes,True,0.0
153587226,2022-10-05,,39,month,Yes,True,0.0
157295262,2022-10-05,2023-04-03,39,month,Yes,False,180.0
157284386,2022-10-05,2023-04-02,39,month,Yes,False,179.0
148762867,2022-10-05,2023-06-23,39,month,Yes,False,261.0
150433978,2022-10-05,2022-11-05,39,month,Yes,False,31.0
157272487,2022-10-05,2022-12-07,39,month,Yes,False,63.0
153776370,2022-10-06,2022-12-06,39,month,Yes,False,61.0
157371444,2022-10-06,2022-12-08,39,month,Yes,False,63.0
157095464,2022-10-06,2023-07-13,39,month,Yes,False,280.0
153554190,2022-10-07,,39,month,Yes,True,0.0
157411994,2022-10-07,,39,month,Yes,True,0.0
157374056,2022-10-07,2022-11-07,39,month,Yes,False,31.0
157397941,2022-10-07,2022-11-03,39,month,Yes,False,27.0
157234944,2022-10-07,2022-10-24,39,month,Yes,False,17.0
157490039,2022-10-08,2023-03-15,39,month,Yes,False,158.0
157484010,2022-10-08,2023-03-15,39,month,Yes,False,158.0
125038257,2022-10-08,2022-11-17,39,month,Yes,False,40.0
157400730,2022-10-08,2022-10-26,39,month,Yes,False,18.0
157450645,2022-10-08,2022-10-18,39,month,Yes,False,10.0
156943008,2022-10-09,2022-10-10,39,month,Yes,False,1.0
127328047,2022-10-09,2023-01-16,39,month,Yes,False,99.0
157506842,2022-10-09,2022-11-15,39,month,Yes,False,37.0
150924853,2022-10-09,2022-11-23,39,month,Yes,False,45.0
156996568,2022-10-10,,39,month,Yes,True,0.0
157627904,2022-10-10,2023-01-11,39,month,Yes,False,93.0
157058101,2022-10-10,2022-11-09,39,month,Yes,False,30.0
157394598,2022-10-11,2022-10-12,39,month,No,False,1.0
157765918,2022-10-11,2022-10-12,39,month,No,False,1.0
157746458,2022-10-11,2023-04-25,39,month,Yes,False,196.0
157590918,2022-10-11,2023-02-12,39,month,Yes,False,124.0
157290992,2022-10-11,2023-01-10,39,month,Yes,False,91.0
156895701,2022-10-11,2022-12-18,39,month,Yes,False,68.0
155926313,2022-10-11,2022-11-28,39,month,Yes,False,48.0
156110000,2022-10-11,2022-11-16,39,month,Yes,False,36.0
157851493,2022-10-12,2023-04-04,39,month,Yes,False,174.0
157792408,2022-10-12,2023-06-10,39,month,Yes,False,241.0
157868778,2022-10-12,2022-11-07,39,month,Yes,False,26.0
157833252,2022-10-12,2022-10-23,39,month,Yes,False,11.0
149662340,2022-10-13,,39,month,Yes,True,0.0
126918448,2022-10-13,,39,month,Yes,True,0.0
136897370,2022-10-13,2023-01-17,39,month,Yes,False,96.0
157921307,2022-10-13,2023-05-30,39,month,Yes,False,229.0
157905868,2022-10-13,2023-02-06,39,month,Yes,False,116.0
152377785,2022-10-13,2023-01-11,39,month,Yes,False,90.0
157567612,2022-10-13,2022-11-03,39,month,Yes,False,21.0
157993772,2022-10-15,2022-10-15,39,month,No,False,0.0
148769034,2022-10-15,2023-03-13,39,month,Yes,False,149.0
158050283,2022-10-15,2023-07-07,39,month,Yes,False,265.0
157436507,2022-10-16,,39,month,Yes,True,0.0
123808301,2022-10-16,2022-10-27,39,month,Yes,False,11.0
158033452,2022-10-16,2023-03-02,39,month,Yes,False,137.0
156796659,2022-10-16,2023-03-09,39,month,Yes,False,144.0
158093021,2022-10-16,2022-12-27,39,month,Yes,False,72.0
157900412,2022-10-16,2022-11-09,39,month,Yes,False,24.0
152892719,2022-10-16,2022-10-16,39,month,Yes,False,0.0
158009130,2022-10-17,,39,month,Yes,True,0.0
157904656,2022-10-17,2022-12-15,39,month,Yes,False,59.0
157838980,2022-10-17,2023-02-16,39,month,Yes,False,122.0
123402996,2022-10-17,2023-01-04,39,month,Yes,False,79.0
158112356,2022-10-17,2022-12-30,39,month,Yes,False,74.0
152410420,2022-10-17,2022-11-18,39,month,Yes,False,32.0
158164441,2022-10-17,2022-11-17,39,month,Yes,False,31.0
153956466,2022-10-17,2022-11-17,39,month,Yes,False,31.0
158100990,2022-10-17,2022-11-14,39,month,Yes,False,28.0
158096894,2022-10-17,2022-11-14,39,month,Yes,False,28.0
158066376,2022-10-17,2022-11-08,39,month,Yes,False,22.0
158220808,2022-10-18,,39,month,No,True,0.0
131779624,2022-10-18,2022-11-25,39,month,Yes,False,38.0
158267390,2022-10-18,2022-12-25,39,month,Yes,False,68.0
152354478,2022-10-18,2023-02-02,39,month,Yes,False,107.0
146376235,2022-10-18,2022-12-07,39,month,Yes,False,50.0
153953296,2022-10-18,2022-11-02,39,month,Yes,False,15.0
154659594,2022-10-18,2022-11-14,39,month,Yes,False,27.0
157998778,2022-10-18,2022-11-25,39,month,Yes,False,38.0
150668840,2022-10-18,2022-11-01,39,month,Yes,False,14.0
158184958,2022-10-18,2022-11-02,39,month,Yes,False,15.0
158362440,2022-10-19,2023-05-19,39,month,Yes,False,212.0
158477370,2022-10-19,2023-02-21,39,month,Yes,False,125.0
158047538,2022-10-19,2023-01-22,39,month,Yes,False,95.0
157910445,2022-10-19,2023-01-15,39,month,Yes,False,88.0
154091460,2022-10-19,2023-06-21,39,month,Yes,False,245.0
158532103,2022-10-20,2023-05-13,39,month,Yes,False,205.0
158591698,2022-10-20,2023-03-17,39,month,Yes,False,148.0
158533909,2022-10-20,2023-01-27,39,month,Yes,False,99.0
156372496,2022-10-20,2022-12-15,39,month,Yes,False,56.0
158620475,2022-10-20,2023-07-28,39,month,Yes,False,281.0
158539824,2022-10-20,2023-06-20,39,month,Yes,False,243.0
158499042,2022-10-21,,39,month,Yes,True,0.0
158755464,2022-10-21,2022-11-28,39,month,Yes,False,38.0
149112756,2022-10-21,2023-05-28,39,month,Yes,False,219.0
149065622,2022-10-21,2022-12-28,39,month,Yes,False,68.0
158656065,2022-10-21,2022-12-30,39,month,Yes,False,70.0
158756090,2022-10-21,2022-11-02,39,month,Yes,False,12.0
158447710,2022-10-21,2022-11-18,39,month,Yes,False,28.0
157568391,2022-10-21,2022-11-21,39,month,Yes,False,31.0
157505106,2022-10-22,,39,month,Yes,True,0.0
158761363,2022-10-22,2023-02-26,39,month,Yes,False,127.0
144858980,2022-10-22,2022-12-22,39,month,Yes,False,61.0
151000288,2022-10-22,2022-12-22,39,month,Yes,False,61.0
136276852,2022-10-22,2022-11-22,39,month,Yes,False,31.0
158767852,2022-10-22,2022-11-29,39,month,Yes,False,38.0
158849640,2022-10-23,,39,month,Yes,True,0.0
151491892,2022-10-23,2022-10-24,39,month,Yes,False,1.0
157474087,2022-10-23,2022-12-30,39,month,Yes,False,68.0
157997679,2022-10-23,2023-06-18,39,month,Yes,False,238.0
158566772,2022-10-23,2023-02-21,39,month,Yes,False,121.0
157788656,2022-10-23,2022-12-20,39,month,Yes,False,58.0
158832658,2022-10-23,2022-11-02,39,month,Yes,False,10.0
130837976,2022-10-23,2022-11-23,39,month,Yes,False,31.0
159095030,2022-10-24,2023-02-16,39,month,Yes,False,115.0
159028041,2022-10-24,2022-12-01,39,month,Yes,False,38.0
159018168,2022-10-24,2022-12-01,39,month,Yes,False,38.0
157981870,2022-10-24,2022-11-07,39,month,Yes,False,14.0
153061698,2022-10-24,2022-11-24,39,month,Yes,False,31.0
159204523,2022-10-25,,39,month,Yes,True,0.0
159236268,2022-10-25,,39,month,No,True,0.0
159256553,2022-10-25,2023-01-10,39,month,Yes,False,77.0
159211568,2022-10-25,2023-01-02,39,month,Yes,False,69.0
154778395,2022-10-25,2022-11-28,39,month,Yes,False,34.0
157961180,2022-10-25,2022-11-24,39,month,Yes,False,30.0
159281338,2022-10-26,,39,month,Yes,True,0.0
159364232,2022-10-26,,39,month,Yes,True,0.0
159276280,2022-10-26,,39,month,Yes,True,0.0
159326830,2022-10-26,2022-10-27,39,month,Yes,False,1.0
158144924,2022-10-26,2023-02-23,39,month,Yes,False,120.0
159239867,2022-10-26,2022-12-15,39,month,Yes,False,50.0
159108970,2022-10-26,2022-12-20,39,month,Yes,False,55.0
158644133,2022-10-26,2022-11-26,39,month,Yes,False,31.0
153830193,2022-10-26,2022-10-27,39,month,Yes,False,1.0
159664292,2022-10-27,,39,month,Yes,True,0.0
152937944,2022-10-27,2022-10-28,39,month,No,False,1.0
159446393,2022-10-27,2023-04-19,39,month,Yes,False,174.0
156837717,2022-10-27,2023-06-11,39,month,Yes,False,227.0
149000400,2022-10-27,2023-02-26,39,month,Yes,False,122.0
157923615,2022-10-27,2023-01-03,39,month,Yes,False,68.0
159699736,2022-10-27,2022-11-25,39,month,Yes,False,29.0
150816815,2022-10-27,2022-11-16,39,month,Yes,False,20.0
159634168,2022-10-27,2023-06-30,39,month,Yes,False,246.0
158114418,2022-10-28,,39,month,Yes,True,0.0
159706104,2022-10-28,,39,month,Yes,True,0.0
150704581,2022-10-28,2023-05-10,39,month,Yes,False,194.0
159733207,2022-10-28,2023-02-27,39,month,Yes,False,122.0
159775056,2022-10-28,2023-03-31,39,month,Yes,False,154.0
144328609,2022-10-28,2022-12-25,39,month,Yes,False,58.0
153172687,2022-10-28,2023-08-21,39,month,Yes,False,297.0
159861170,2022-10-29,,39,month,Yes,True,0.0
133474642,2022-10-29,2022-12-20,39,month,Yes,False,52.0
159817608,2022-10-29,2023-03-23,39,month,Yes,False,145.0
159867686,2022-10-29,2023-01-05,39,month,Yes,False,68.0
158484064,2022-10-29,2023-01-05,39,month,Yes,False,68.0
159829834,2022-10-30,,39,month,Yes,True,0.0
159875790,2022-10-30,2023-03-07,39,month,Yes,False,128.0
155520280,2022-10-30,2022-12-07,39,month,Yes,False,38.0
159783942,2022-10-30,2022-12-28,39,month,Yes,False,59.0
149696432,2022-10-30,2022-11-26,39,month,Yes,False,27.0
159979372,2022-10-31,,39,month,Yes,True,0.0
153814649,2022-10-31,,39,month,Yes,True,0.0
159931469,2022-10-31,,39,month,Yes,True,0.0
138061210,2022-10-31,2022-10-31,39,month,Yes,False,0.0
141403460,2022-10-31,2023-01-16,39,month,Yes,False,77.0
159991922,2022-10-31,2022-12-17,39,month,Yes,False,47.0
159241648,2022-10-31,2022-12-14,39,month,Yes,False,44.0
150703411,2022-10-31,2022-12-01,39,month,Yes,False,31.0
159773641,2022-10-31,2022-11-15,39,month,Yes,False,15.0
128002797,2022-10-31,2022-11-30,39,month,Yes,False,30.0
155807489,2022-11-01,2022-11-02,39,month,No,False,1.0
143077712,2022-11-01,2022-11-02,39,month,No,False,1.0
159745646,2022-11-01,2023-04-14,39,month,Yes,False,164.0
139004918,2022-11-01,2022-12-01,39,month,Yes,False,30.0
153255183,2022-11-01,2023-02-16,39,month,Yes,False,107.0
157708746,2022-11-01,2023-01-31,39,month,Yes,False,91.0
155652993,2022-11-01,2023-01-08,39,month,Yes,False,68.0
159977918,2022-11-01,2023-01-24,39,month,Yes,False,84.0
160108159,2022-11-01,2022-12-04,39,month,Yes,False,33.0
160051910,2022-11-01,2022-11-09,39,month,Yes,False,8.0
146169043,2022-11-01,2023-08-10,39,month,Yes,False,282.0
159927090,2022-11-02,,39,month,Yes,True,0.0
149188028,2022-11-02,,39,month,Yes,True,0.0
138535334,2022-11-02,2022-12-15,39,month,Yes,False,43.0
159901871,2022-11-02,2022-12-09,39,month,Yes,False,37.0
159620660,2022-11-02,2022-12-12,39,month,Yes,False,40.0
160199525,2022-11-02,2022-11-23,39,month,Yes,False,21.0
160183686,2022-11-03,2022-11-04,39,month,No,False,1.0
152504354,2022-11-03,2023-03-03,39,month,Yes,False,120.0
143164854,2022-11-03,2023-02-18,39,month,Yes,False,107.0
160366020,2022-11-03,2022-12-03,39,month,Yes,False,30.0
160298168,2022-11-03,2022-12-02,39,month,Yes,False,29.0
160243008,2022-11-03,2022-12-29,39,month,Yes,False,56.0
150878120,2022-11-03,2022-12-10,39,month,Yes,False,37.0
160208723,2022-11-04,,39,month,Yes,True,0.0
153539322,2022-11-04,2023-02-07,39,month,Yes,False,95.0
160164472,2022-11-04,2023-02-24,39,month,Yes,False,112.0
160193644,2022-11-04,2023-01-11,39,month,Yes,False,68.0
156294098,2022-11-04,2022-12-03,39,month,Yes,False,29.0
146625866,2022-11-04,2022-11-19,39,month,Yes,False,15.0
157663870,2022-11-05,2022-11-06,39,month,Yes,False,1.0
159679042,2022-11-05,2022-11-06,39,month,No,False,1.0
